"﻿AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"TITULARIDAD";"URL";"E-MAIL";"TITULAR";"Total 2014-2015";"Total 2015-2016";"Total 2016-2017";"Total 2017-2018";"Total 2018-2019";"Educación Infantil Especial 2014-2015";"Educación Infantil Especial 2015-2016";"Educación Infantil Especial 2016-2017";"Educación Infantil Especial 2017-2018";"Educación Infantil Especial 2018-2019";"Infantil I Ciclo 2014-2015";"Infantil I Ciclo 2015-2016";"Infantil I Ciclo 2016-2017";"Infantil I Ciclo 2017-2018";"Infantil I Ciclo 2018-2019";"Infantil II Ciclo 2014-2015";"Infantil II Ciclo 2015-2016";"Infantil II Ciclo 2016-2017";"Infantil II Ciclo 2017-2018";"Infantil II Ciclo 2018-2019";"Educación Básica Obligatoria 2014-2015";"Educación Básica Obligatoria 2015-2016";"Educación Básica Obligatoria 2016-2017";"Educación Básica Obligatoria 2017-2018";"Educación Básica Obligatoria 2018-2019";"Primaria 2014-2015";"Primaria 2015-2016";"Primaria 2016-2017";"Primaria 2017-2018";"Primaria 2018-2019";"ESO 2014-2015";"ESO 2015-2016";"ESO 2016-2017";"ESO 2017-2018";"ESO 2018-2019";"Bachillerato 2014-2015";"Bachillerato 2015-2016";"Bachillerato 2016-2017";"Bachillerato 2017-2018";"Bachillerato 2018-2019";"FP GM 2014-2015";"FP GM 2015-2016";"FP GM 2016-2017";"FP GM 2017-2018";"FP GM 2018-2019";"FP GS 2014-2015";"FP GS 2015-2016";"FP GS 2016-2017";"FP GS 2017-2018";"FP GS 2018-2019";"FPB 2014-2015";"FPB 2015-2016";"FPB 2016-2017";"FPB 2017-2018";"FPB 2018-2019";"PCPI: Módulos Voluntarios 2014-2015";"PCPI: Módulos Voluntarios 2015-2016";"PCPI: Módulos Voluntarios 2016-2017";"PCPI: Módulos Voluntarios 2017-2018";"PCPI: Módulos Voluntarios 2018-2019";"PCPI: Especial 2014-2015";"PCPI: Especial 2015-2016";"PCPI: Especial 2016-2017";"PCPI: Especial 2017-2018";"PCPI: Especial 2018-2019";"Programa Formación Transición Vida Adulta 2014-2015";"Programa Formación Transición Vida Adulta 2015-2016";"Programa Formación Transición Vida Adulta 2016-2017";"Programa Formación Transición Vida Adulta 2017-2018";"Programa Formación Transición Vida Adulta 2018-2019";"Programas Profesionales Modalidad Especial 2014-2015";"Programas Profesionales Modalidad Especial 2015-2016";"Programas Profesionales Modalidad Especial 2016-2017";"Programas Profesionales Modalidad Especial 2017-2018";"Programas Profesionales Modalidad Especial 2018-2019";"lat";"lng"
"Madrid-Capital";"28064551";"EIPR";"NEMOMARLIN BUTARQUE";"Calle Del Berrocal, 3 ";"Madrid";"Villaverde";"28021";"917235070";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064551";"butarque@escuelanemomarlin.com";"ADACEM ESCUELA INFANTIL, S.L. UNIPERSONAL";"127";"132";"98";"96";"";"";"";"";"";"";"127";"132";"98";"96";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.34747280000001";"-3.6770211"
"Madrid-Capital";"28076009";"EIPR";"NEMOMARLIN CIUDAD JARDIN";"Calle De Nieremberg, 8 ";"Madrid";"Chamartín";"28002";"914138957";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076009";"coordinacionciudadjardin@escuelanemomarlin.com";"GREDOS HOLDING SPAIN, S.L.";"";"55";"74";"68";"";"";"";"";"";"";"";"55";"74";"68";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4475208";"-3.6712764"
"Madrid-Capital";"28073641";"EIPR";"NEMOMARLIN CONDE DE ORGAZ";"Calle De La Toronga, 25 ";"Madrid";"Hortaleza";"28043";"685732346";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073641";"arturosoria@escuelanemomarlin.com";"ADACEM Escuela Infantil, S.L.";"43";"50";"70";"55";"";"";"";"";"";"";"43";"50";"70";"55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4566603";"-3.646449999999999"
"Madrid-Capital";"28077932";"EIPR";"NEMOMARLIN CUATRO CAMINOS";"Calle De Bravo Murillo, 107b ";"Madrid";"Tetuán";"28020";"682419649";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077932";"cuatrocaminos@escuelanemomarlin.com";"MUNEDIN, S.L.";"";"";"";"74";"";"";"";"";"";"";"";"";"";"74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4480796";"-3.7040316"
"Madrid-Sur";"28076563";"EIPR";"NEMOMARLIN GETAFE";"Avenida De Manuel Azaña, 8 ";"Getafe";"-";"28905";"697141424";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076563";"getafe@escuelanemomarlin.com";"LIDIBEL, S.L. UNIPERSONAL";"";"54";"82";"90";"";"";"";"";"";"";"";"54";"82";"90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3001429";"-3.754816999999999"
"Madrid-Capital";"28076538";"EIPR";"NEMOMARLIN GUINDALERA";"Calle De María Teresa, 14 ";"Madrid";"Salamanca";"28028";"662215720";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076538";"guindalera@escuelanemomarlin.com";"ALIEGO, S.L. UNIPERSONAL";"";"34";"82";"86";"";"";"";"";"";"";"";"34";"82";"86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4359449";"-3.6687315"
"Madrid-Oeste";"28071796";"EIPR";"NEMOMARLIN LAS ROZAS";"Calle Adolfo Pérez Esquivel, 3 ";"Rozas de Madrid, Las";"-";"28232";"916404176";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28071796";"rozas@escuelanemomarlin.com";"DAVID PEREZ CASTRO, J.ANTONIO DIAZ FERNANDEZ,ALFONSO QUIROGA";"48";"47";"54";"47";"";"";"";"";"";"";"48";"47";"54";"47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5261415";"-3.8915053"
"Madrid-Capital";"28077658";"EIPR";"NEMOMARLIN LAS TABLAS";"Calle De Fromista, 5 ";"Madrid";"Fuencarral-El Pardo";"28050";"665152957";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077658";"lastablas@escuelanemomarlin.com";"GESTIÓN Y EXPLOTACIÓN DE ESCUELAS INFANTILES, S.L.";"";"";"";"66";"";"";"";"";"";"";"";"";"";"66";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5094465";"-3.6772985"
"Madrid-Oeste";"28076231";"EIPR";"NEMOMARLIN MAJADAHONDA";"Calle Valgrande, 1 ";"Majadahonda";"-";"28221";"916798359";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076231";"majadahonda@escuelanemomarlin.com";"ASENSIO & BUSTAMANTE, S.L.";"";"80";"90";"90";"";"";"";"";"";"";"";"80";"90";"90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4688648";"-3.8532832"
"Madrid-Capital";"28073550";"EIPR";"NEMOMARLIN MONTECARMELO";"Calle Del Monasterio De Las Batuecas, 15 ";"Madrid";"Fuencarral-El Pardo";"28049";"627402157";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073550";"null";"SIULDALIA, S.L.";"64";"62";"66";"57";"";"";"";"";"";"";"64";"62";"66";"57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5037657";"-3.704926"
"Madrid-Sur";"28079618";"EIPR";"NEMOMARLIN MOSTOLES";"Avenida De La Vía Láctea, 40 ";"Móstoles";"-";"28938";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079618";"mostoles@escuelanemomarlin.com";"ANKALE EDUCACION, S.L.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.30564330000001";"-3.8645076"
"Madrid-Capital";"28073239";"EIPR";"NEMOMARLIN PASEO DE LA HABANA";"Paseo De La Habana, 87 ";"Madrid";"Chamartín";"28036";"651721295";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073239";"paseodelahabana@escuelanemomarlin.com";"MUNEDIN, S.L.";"82";"72";"73";"87";"";"";"";"";"";"";"82";"72";"73";"87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.457439";"-3.6816201"
"Madrid-Capital";"28076733";"EIPR";"NEMOMARLIN PINTOR ROSALES";"Paseo Del Pintor Rosales, 32 ";"Madrid";"Moncloa-Aravaca";"28008";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076733";"null";"VIENTO ASTUR MADRID, S.L.";"";"";"73";"91";"";"";"";"";"";"";"";"";"73";"91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4273898";"-3.7197056"
"Madrid-Capital";"28074268";"EIPR";"NEMOMARLIN RETIRO";"Avenida De Menéndez Pelayo, 71 ";"Madrid";"Retiro";"28007";"659894650";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28074268";"retiro@escuelanemomarlin.com";"GREDOS HOLDINGS SPAIN, S. L.";"124";"118";"0";"124";"";"";"";"";"";"";"124";"118";"0";"124";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.410934";"-3.6762428"
"Madrid-Este";"28060610";"EIPR";"NEMOMARLIN RIVAS";"Calle Del Jazmín, 11 ";"Rivas-Vaciamadrid";"-";"28523";"916665391";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28060610";"rivas@escuelanemomarlin.com";"JACAR EDUCA S.L..";"45";"65";"78";"84";"";"";"";"";"";"";"45";"65";"78";"84";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3644513";"-3.5439719"
"Madrid-Norte";"28078651";"EIPR";"NEMOMARLIN SAN SEBASTIAN DE LOS REYES";"Calle María Blanchard, 10 ";"San Sebastián de los Reyes";"-";"28702";"667466019";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28078651";"sanse@escuelanemomarlin.com";"NAGLOBO, S.L.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.562776";"-3.6230863"
"Madrid-Capital";"28076125";"EIPR";"NEMOMARLIN SANCHINARRO";"Avenida Del Alcalde Conde De Mayalde, 7 ";"Madrid";"Hortaleza";"28050";"911733599";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076125";"sanchinarro@escuelanemomarlin.com";"GARMIKIDS, S.L.";"54";"106";"118";"112";"";"";"";"";"";"";"54";"106";"118";"112";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4908348";"-3.6544423"
"Madrid-Capital";"28073537";"EIPR";"NEMOMARLIN SUANZES";"Calle De Alfonso Gómez, 17 ";"Madrid";"San Blas-Canillejas";"28037";"913273753";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073537";"direccion@kidsuanzes.es";"UNA DECIMA DE SEGUNDO, S.L.";"130";"126";"119";"119";"";"";"";"";"";"";"130";"126";"119";"119";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4386162";"-3.6287106"
"Madrid-Este";"28077610";"EIPR";"NEMOMARLIN TORREJÓN DE ARDOZ";"Calle Joan Miró, 7 ";"Torrejón de Ardoz";"-";"28850";"910103052";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077610";"torrejon@escuelanemomarlin.com";"MOFEBO, S.L. UNIPERSONAL";"";"";"";"69";"";"";"";"";"";"";"";"";"";"69";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.45787";"-3.44483"
"Madrid-Norte";"28078781";"EIPR";"NEMOMARLIN TRES CANTOS";"Avenida De Juan Pablo Ii, 19 ";"Tres Cantos";"-";"28790";"918263347";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28078781";"trescantos@escuelanemomarlin.com";"TRIBERARTE, S.L.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6222752";"-3.7109455"
"Madrid-Capital";"28076423";"EIPR";"NEMOMARLIN VALDEBEBAS";"Avenida De Juan Antonio Samaranch, 37 ";"Madrid";"Hortaleza";"28055";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076423";"null";"EDUCACIÓN INFANTIL VALDEBABY, S.L.";"";"60";"87";"98";"";"";"";"";"";"";"";"60";"87";"98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4943312";"-3.6170893"
"Madrid-Sur";"28059760";"EIPR";"NENE'S";"Calle Del Pintor Murillo, 10 ";"Móstoles";"-";"28933";"916184047";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28059760";"YANKOSORIANO@HOTMAIL.COM";"SUSANA Y PALOMA SORIANO MONGE";"28";"28";"28";"32";"";"";"";"";"";"";"28";"28";"28";"32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3283099";"-3.8679723"
"Madrid-Capital";"28068943";"EIPR";"NENUFAR";"Calle De Villajimena, 30 ";"Madrid";"Vicálvaro";"28032";"917764165";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068943";"info@escuelainfantilnenufar.com";"ESCUELA INFANTIL NENUFAR, S.L. UNIPERSONAL";"35";"55";"72";"75";"";"";"";"";"";"";"35";"55";"72";"75";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4070336";"-3.604977599999999"
"Madrid-Capital";"28076149";"EIPR";"NEUE SONNENSCHULE";"Avenida De Monasterio De El Escorial, 40 ";"Madrid";"Fuencarral-El Pardo";"28049";"911729379";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076149";"info@kinderaleman.com";"SONNEN SCHULE, S.L.";"";"68";"0";"47";"";"";"";"";"";"";"";"68";"0";"47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5039715";"-3.7007537"
"Madrid-Sur";"28076113";"EIPR";"NIMU";"Avenida De Juan Carlos I, S/n ";"Getafe";"-";"28905";"916846297";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076113";"escuelanimu@gmail.com";"ESCUELA INFANTIL NIMU, S.L.";"";"32";"67";"94";"";"";"";"";"";"";"";"32";"67";"94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.288877";"-3.749266299999999"
"Madrid-Capital";"28062308";"EIPR";"NTRA. SRA. DE LA PROVIDENCIA";"Calle Del Marqués De Portugalete, 14 ";"Madrid";"Ciudad Lineal";"28027";"917421434";"917424442";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28062308";"celiapenabella_teatinas@yahoo.es";"RELIGIOSAS TEATINAS DE LA INMACULADA CONCEPCION";"12";"13";"18";"17";"";"";"";"";"";"";"12";"13";"18";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4464608";"-3.645151"
"Madrid-Oeste";"28048907";"EIPR";"NUBES";"Calle Caño Viejo, 48 ";"Collado Villalba";"-";"28400";"918506095";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048907";"carmen.amores@yahoo.es";"CENTRO PARA EL DESARROLLO INTEGRAL DEL NIÑO,S.L.";"38";"41";"";"";"";"";"";"";"";"";"38";"41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6404797";"-3.9911669"
"Madrid-Capital";"28061407";"EIPR";"NUBES";"Calle De Gabriel Usera, 39 ";"Madrid";"Usera";"28026";"910662326";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28061407";"nubes@escuelainfantilnubes.es";"INMACULADA JULIA ESCOBAR REDONDO";"23";"28";"25";"27";"";"";"";"";"";"";"23";"28";"25";"27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3845684";"-3.708555099999999"
"Madrid-Oeste";"28058779";"EIPR";"NUBES";"Calle Zaragoza, 1 ";"Moralzarzal";"-";"28411";"676150173";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058779";"carmen.amores@yahoo.es";"GESTION EDUCATIVA INFANTIL, S.L.";"28";"25";"";"";"";"";"";"";"";"";"28";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6708642";"-3.9742001"
"Madrid-Capital";"28068554";"EIPR";"NUESTRA SEÑORA DE LAS NIEVES";"Calle De Nuria, 47 ";"Madrid";"Fuencarral-El Pardo";"28034";"608118822";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068554";"guarderialasnieves@hotmail.es";"ASUNCION LOBATO ACEDO";"34";"47";"52";"34";"";"";"";"";"";"";"34";"47";"52";"34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4912479";"-3.7051994"
"Madrid-Sur";"28065255";"EIPR";"NUEVA BAMBI";"Calle Cid Campeador, 1 ";"Móstoles";"-";"28933";"916143879";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28065255";"nuevabambi@gmail.com";"NUEVA BAMBI, S.L.";"19";"29";"31";"42";"";"";"";"";"";"";"19";"29";"31";"42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3254036";"-3.8707401"
"Madrid-Capital";"28077993";"EIPR";"NUEVA VIDA";"Calle De Sambara, 80 ";"Madrid";"Ciudad Lineal";"28027";"617554927";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077993";"escuelainfantil.nuevavida@gmail.com";"LUCIANO CORCHERO, S.L.";"";"";"";"31";"";"";"";"";"";"";"";"";"";"31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4355196";"-3.647296"
"Madrid-Capital";"28079898";"EIPR";"NUEVA VIDA 2";"Calle De Los Urquiza, 38 ";"Madrid";"-";"28017";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079898";"null";"LUCIANO CORCHERO, S.L.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4318758";"-3.6448144"
"Madrid-Capital";"28069625";"EIPR";"NUEVO CASCABEL";"Calle Del Golfo De Salónica, 29 ";"Madrid";"Ciudad Lineal";"28033";"917666793";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28069625";"mjsdou@hotmail.com";"DIVERTIA ESCUELA INFANTIL, S.L.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4782216";"-3.6652286"
"Madrid-Capital";"28064433";"EIPR";"ÑECOS";"Calle De Guillén De Castro, 10 ";"Madrid";"Ciudad Lineal";"28017";"913770231";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064433";"martaaguayo20@hotmail.es";"GUARDERIA ÑECOS, S.L. UNIPERSONAL";"19";"22";"17";"";"";"";"";"";"";"";"19";"22";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4277762";"-3.644500599999999"
"Madrid-Capital";"28066171";"EIPR";"OKAPI";"Calle Del Corregidor José De Pasamonte, 24 ";"Madrid";"Moratalaz";"28030";"913283167";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28066171";"okapieip@gmail.com";"ARIEL ALFONSO CANNIZZO";"6";"9";"11";"8";"";"";"";"";"";"";"6";"9";"11";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4114694";"-3.6463841"
